산이름,장소유형,장소명,카테고리,주소,전화번호,산으로부터거리(m),도보시간(분),장소위도,장소경도,카카오지도URL,블로그언급수,맛집점수
봉화 문수산,카페,약속다방,음식점 > 카페 > 다방,경북 봉화군 춘양면 의양로2길 32,054-672-2272,1334,18,36.935852378366,128.913368743137,http://place.map.kakao.com/23410334,54,67.4
봉화 문수산,카페,만남다방,음식점 > 카페 > 다방,경북 봉화군 춘양면 의양로4길 1-1,054-672-9998,1224,16,36.936969933189886,128.9137367625666,http://place.map.kakao.com/8333869,53,67.3
영인산,음식점,강정골가든,"음식점 > 한식 > 육류,고기 > 닭요리",충남 아산시 음봉면 음봉로136번길 6-5,041-548-3040,563,8,36.847379313696656,127.02577440345819,http://place.map.kakao.com/765326835,16,67.3
영인산,음식점,원조음봉사철탕 본점,"음식점 > 한식 > 사철탕,영양탕",충남 아산시 음봉면 음봉면로 33,041-543-3004,643,9,36.85005493425306,127.01338212228042,http://place.map.kakao.com/1964396819,16,67.3
장안산,음식점,사랑치킨,음식점 > 치킨,전북특별자치도 장수군 장계면 신동북로 12,063-351-0284,2940,39,35.732180267002626,127.58556795711084,http://place.map.kakao.com/20908694,8553,67.3
운길산,음식점,시골집,음식점 > 한식,경기 남양주시 조안면 북한강로 768,031-576-6315,2936,39,37.5864007988692,127.331413179293,http://place.map.kakao.com/20198873,8498,67.3
용봉산,카페,생각커피,음식점 > 카페,충남 홍성군 홍성읍 법원로 10,041-631-7335,2665,36,36.599955326367805,126.65205742924609,http://place.map.kakao.com/2129871317,8326,67.2
관악산,음식점,BBQ 서울대글로벌공학관점,음식점 > 치킨 > BBQ,서울 관악구 관악로 1,02-878-6690,1660,22,37.454965161150334,126.9507112041094,http://place.map.kakao.com/22119065,320,67.1
영인산,음식점,삼거리횟집,음식점 > 일식 > 일식집,충남 아산시 음봉면 음봉면로 125,041-546-1333,913,12,36.85788871978024,127.01668590699296,http://place.map.kakao.com/1847275361,15,67.0
북한산,카페,스타벅스 서울안토점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 강북구 삼양로 689,1522-3232,2857,38,37.6641954957084,127.010407852634,http://place.map.kakao.com/1457974114,1601,67.0
거제 가라산,음식점,우리회식당,"음식점 > 한식 > 해물,생선 > 회",경남 거제시 동부면 거제남서로 3082,,1559,21,34.8234288860688,128.607388153405,http://place.map.kakao.com/18995296,800839,67.0
광교산,음식점,수원당,"음식점 > 간식 > 떡,한과",경기 수원시 장안구 수원천로407번길 26,031-256-0092,105,1,37.2905603382978,127.017953842143,http://place.map.kakao.com/911475208,4,67.0
천마산,음식점,무너미추어탕,"음식점 > 한식 > 해물,생선 > 추어",경기 양평군 서종면 중미산로 43,031-773-0847,666,9,37.6036723260558,127.356888565752,http://place.map.kakao.com/16769836,15,67.0
간월산,카페,카페우희,음식점 > 카페,울산 울주군 상북면 명촌길천로 302,0502-5550-4276,455,6,35.58160792169511,129.0862019147771,http://place.map.kakao.com/1865594389,24,67.0
가평 강씨봉,음식점,김가네왕갈비탕,"음식점 > 한식 > 육류,고기 > 갈비",강원특별자치도 춘천시 남산면 서백길 79-6,010-5096-5316,1489,20,37.8412044313963,127.552617284937,http://place.map.kakao.com/25130780,49,67.0
천마산,음식점,과장님댁돈까스,"음식점 > 일식 > 돈까스,우동",경기 양평군 서종면 오리개길 1,031-774-2533,607,8,37.603907067670434,127.35493505833256,http://place.map.kakao.com/2131854081,15,67.0
남해 금산,음식점,가성횟집,"음식점 > 한식 > 해물,생선 > 회",경남 남해군 이동면 무림로 49,055-863-0520,1206,16,34.801426981192954,127.95323290679826,http://place.map.kakao.com/524449832,49,67.0
용봉산,카페,커피베이 충남홍성점,음식점 > 카페 > 커피전문점 > 커피베이,충남 홍성군 홍성읍 충서로1322번길 18,041-632-3425,2509,33,36.59429792294214,126.65513928314387,http://place.map.kakao.com/20306169,1585,67.0
일림산,음식점,백야식당,"음식점 > 한식 > 육류,고기",전남 보성군 겸백면 충의로 2470,061-853-1030,1322,18,34.8290386955781,127.152443759931,http://place.map.kakao.com/8318318,49,67.0
통영 벽방산,음식점,고성정성한우,"음식점 > 한식 > 육류,고기",경남 고성군 고성읍 월평로 147,,1823,24,34.9654072285449,128.350678589792,http://place.map.kakao.com/192879951,554574,67.0
천마산(전남),음식점,중앙식당,음식점 > 한식,전남 순천시 해룡면 해룡로 1128-7,061-724-4511,982,13,34.9141243887971,127.537236827637,http://place.map.kakao.com/9411373,78,67.0
광교산,음식점,이정초밥돈까스,"음식점 > 일식 > 초밥,롤",경기 수원시 장안구 팔달로271번길 16-16,031-246-8700,185,2,37.28984623631557,127.01492004315456,http://place.map.kakao.com/22710283,4,67.0
대둔산,음식점,둥구나무집,음식점 > 한식,충남 금산군 진산면 청림동로 164,041-752-5586,2660,35,36.1469640564582,127.338125157918,http://place.map.kakao.com/92037715,7937,67.0
수락산,음식점,황금중화요리,음식점 > 중식 > 중국요리,서울 노원구 상계로 310,,1716,23,37.670397399905,127.079856844116,http://place.map.kakao.com/522582012,13415,67.0
운길산,음식점,초원,음식점 > 한식,경기 남양주시 조안면 재재기로 442,031-577-8388,1121,15,37.59686497227073,127.31255263736513,http://place.map.kakao.com/778462055,251,67.0
천마산(전남),음식점,잉글우드,음식점 > 양식,전남 순천시 해룡면 남가1길 2,070-4141-5252,1090,15,34.92460114011486,127.54311862251889,http://place.map.kakao.com/615182850,251,67.0
두륜산,음식점,황제메밀,음식점 > 한식 > 국수,전남 해남군 삼산면 대흥사길 170-2,061-533-5252,709,9,34.49562798960098,126.61720734591576,http://place.map.kakao.com/870479278,15,67.0
관악산,카페,블루포트 서울대학교 글로벌학생생활관,음식점 > 카페 > 커피전문점,서울 관악구 관악로 1,02-465-1121,2405,32,37.465333821152115,126.95716448408523,http://place.map.kakao.com/1181902948,1547,66.9
화성 화산,음식점,혜경궁베이커리,"음식점 > 간식 > 제과,베이커리",경기 화성시 효행구 정남면 보통내길219번길 13-12,,1189,16,37.1934357922895,126.969166199596,http://place.map.kakao.com/1613645122,1541,66.9
화성 화산,카페,빅파운드커피,음식점 > 카페,경기 화성시 효행구 정남면 만년로 813,010-8043-5600,2109,28,37.1845535957182,127.002075542068,http://place.map.kakao.com/13385682,7704,66.9
통영 벽방산,음식점,제일리버스식육식당,"음식점 > 한식 > 육류,고기",경남 고성군 고성읍 월평로 147,055-604-1031,1827,24,34.9654456365102,128.350709876496,http://place.map.kakao.com/20437442,311,66.9
용봉산,음식점,황제민물매운탕,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",충남 홍성군 홍성읍 월산1길 45,041-634-7464,2346,31,36.59911167404012,126.64800432156777,http://place.map.kakao.com/1235141765,1523,66.8
계룡산,음식점,계룡산식당,음식점 > 한식,충남 공주시 반포면 동학사1로 303,042-825-5434,2992,40,36.3570981391027,127.23531922139,http://place.map.kakao.com/8653228,7525,66.8
가야산(서산),카페,휴암미술관카페,음식점 > 카페 > 테마카페 > 갤러리카페,충남 서산시 해미면 휴암1길 34,041-668-7477,2663,36,36.7080867262255,126.549257685134,http://place.map.kakao.com/772860191,1515,66.8
영인산,음식점,동의보감,음식점 > 한식,충남 아산시 음봉면 음봉면로 4,041-531-0966,799,11,36.8477311089944,127.012216773483,http://place.map.kakao.com/26880262,74,66.8
봉화 문수산,음식점,우돈명가,"음식점 > 한식 > 육류,고기",경북 봉화군 춘양면 의양로4길 10,054-672-2234,1178,16,36.9367014311414,128.914799639068,http://place.map.kakao.com/10708558,47,66.8
북한산,카페,수련하다,음식점 > 카페 > 커피전문점,서울 강북구 삼양로173길 223,0507-1399-1105,1907,25,37.655501481017595,126.99956936482386,http://place.map.kakao.com/1962608251,301,66.8
화성 화산,카페,빈센트반커피 화성점,음식점 > 카페 > 커피전문점,경기 화성시 효행구 봉담읍 세자로 399,031-235-5991,1784,24,37.2010183613399,126.983887682701,http://place.map.kakao.com/27541693,296,66.7
청계산,카페,물소리,음식점 > 카페 > 전통찻집,경기 성남시 수정구 적푸리로23번길 1,031-723-8805,2993,40,37.4339181926494,127.083323429104,http://place.map.kakao.com/10423559,1482,66.7
수락산,음식점,엄마손칼국수,음식점 > 한식 > 국수 > 칼국수,서울 노원구 상계로39길 5,02-937-4967,1644,22,37.6710305181946,127.080255376231,http://place.map.kakao.com/16051532,296,66.7
거제 가라산,카페,이디야커피 거제서정점,음식점 > 카페 > 커피전문점 > 이디야커피,경남 거제시 거제면 거제남서로 3471,055-641-9989,2257,30,34.8497155565791,128.585294463077,http://place.map.kakao.com/1932844027,1481,66.7
검단산,음식점,팔당초계국수 본점,음식점 > 한식 > 국수,경기 남양주시 와부읍 다산로 43,031-576-0330,2999,40,37.5411054350825,127.254717785927,http://place.map.kakao.com/14080211,1490,66.7
천등산,음식점,수목원가든,"음식점 > 한식 > 육류,고기",전북특별자치도 진안군 부귀면 모래재로 712,063-433-7000,1076,14,35.8179916800653,127.31468656383,http://place.map.kakao.com/11134069,46,66.7
도봉산,음식점,완도황칠보쌈전복찜,"음식점 > 한식 > 해물,생선",서울 도봉구 도봉산4길 27-13,02-3492-8989,2126,28,37.6885618972772,127.041622351474,http://place.map.kakao.com/882009176,1492,66.7
경주 남산,카페,배리카페,음식점 > 카페 > 커피전문점,경북 경주시 배리2길 3,010-2542-7001,2894,39,35.7919140275364,129.20574335081,http://place.map.kakao.com/1319797252,1491,66.7
가지산,음식점,물소리,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",울산 울주군 상북면 석남로 801,052-263-1585,2541,34,35.6163244605097,129.064928968783,http://place.map.kakao.com/10417803,1482,66.7
백운산(광양),음식점,나랑아,음식점 > 한식 > 국수,경남 하동군 하동읍 중서2길 1,055-989-9804,2894,39,35.0712330114719,127.74630409102,http://place.map.kakao.com/674902697,1462,66.7
백운산(광양),카페,오늘의산책,음식점 > 카페,경남 하동군 하동읍 중앙로 94,055-884-0125,2560,34,35.07269600507305,127.7429098895967,http://place.map.kakao.com/1984148224,7314,66.6
백암산,카페,차향다원,음식점 > 카페 > 테마카페,전북특별자치도 정읍시 천변로 838,063-536-5758,1135,15,35.52335085992385,126.89408636020865,http://place.map.kakao.com/1918213540,45,66.6
가야산(서산),음식점,읍성뚝배기,음식점 > 한식 > 곰탕,충남 서산시 해미면 읍성마을1길 7-7,041-688-2101,2622,35,36.71143830020214,126.54672993049898,http://place.map.kakao.com/9319484,1453,66.6
진악산,카페,카페J,음식점 > 카페 > 테마카페 > 무인카페,충남 금산군 금산읍 후곤천길 32,,738,10,36.1068193684673,127.48622496416,http://place.map.kakao.com/1314509175,457,66.6
가야산(서산),음식점,서산육쪽마늘교황빵,"음식점 > 간식 > 제과,베이커리",충남 서산시 해미면 남문2로 160,041-688-7979,2586,34,36.7101233478068,126.548331400322,http://place.map.kakao.com/887805132,1443,66.6
도봉산,카페,산과산사이커피로드,음식점 > 카페,서울 도봉구 도봉로180가길 96,070-4177-8197,2563,34,37.6877888252236,127.046533287527,http://place.map.kakao.com/19530655,7216,66.6
경주 남산,카페,이디야커피 경주삼릉DI점,음식점 > 카페 > 커피전문점 > 이디야커피,경북 경주시 내남면 포석로 508,054-745-1517,2582,34,35.786997617868764,129.20526683052083,http://place.map.kakao.com/2125844529,1412,66.5
백암산,음식점,버킷리스트펜션식당,음식점 > 한식,전북특별자치도 정읍시 부여길 1-1,,621,8,35.5143028026605,126.90979273792,http://place.map.kakao.com/1280247354,2257,66.5
수락산,음식점,우리집곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 덕릉로126길 33,02-951-3590,1607,21,37.67139204763418,127.08252388261337,http://place.map.kakao.com/914386632,283,66.5
북한산,음식점,양양입암막국수,음식점 > 한식 > 국수,경기 고양시 덕양구 북한산로 521,02-313-5598,2470,33,37.6712437264905,126.954678544621,http://place.map.kakao.com/489573793,1408,66.5
거제 가라산,음식점,동부반점,음식점 > 중식 > 중국요리,경남 거제시 동부면 거제남서로 3081,055-632-7723,1557,21,34.82323364874475,128.60722588384058,http://place.map.kakao.com/16252209,272,66.4
영인산,음식점,삼대가염소탕 아산본점,"음식점 > 한식 > 사철탕,영양탕",충남 아산시 음봉면 연암산로 274-5,041-542-8758,1983,26,36.8629936209267,127.036249403561,http://place.map.kakao.com/129054635,276,66.4
팔공산,음식점,폭포식당,음식점 > 한식,대구 동구 팔공산로185길 74,053-984-3325,398,5,35.9884293700405,128.693705685686,http://place.map.kakao.com/16231171,21,66.4
가평 강씨봉,음식점,두메막국수,음식점 > 한식 > 국수,경기 가평군 가평읍 가화로 332,010-7178-4188,2781,37,37.84763897550511,127.50632764625264,http://place.map.kakao.com/644973085,1371,66.4
추월산,음식점,종가식당,"음식점 > 한식 > 육류,고기",전남 담양군 고서면 후산길 55,061-382-7217,1977,26,35.221256597412754,126.99128531784856,http://place.map.kakao.com/740981893,268,66.3
천마산,카페,힐,음식점 > 카페,경기 남양주시 조안면 북한강로 901,,1261,17,37.5966142555004,127.33844961284565,http://place.map.kakao.com/1192303619,6796,66.3
가야산(서산),음식점,족발자리,"음식점 > 한식 > 육류,고기 > 족발,보쌈",충남 서산시 해미면 해운로 17,041-688-2966,2524,34,36.713706032325,126.546393144507,http://place.map.kakao.com/872322247,1354,66.3
진악산,카페,커피집,음식점 > 카페,충남 금산군 금산읍 인삼약초로 40,010-7422-8537,803,11,36.1006851506898,127.497348747329,http://place.map.kakao.com/742775911,67,66.3
장안산,음식점,수산시장,"음식점 > 한식 > 해물,생선 > 굴,전복",전북특별자치도 장수군 장계면 신동북로 12,063-351-1110,2937,39,35.7321809907115,127.585604438962,http://place.map.kakao.com/2023767635,1330,66.2
진악산,음식점,도성,"음식점 > 한식 > 육류,고기",충남 금산군 금산읍 비호로 74,,350,5,36.1066950464097,127.49063541939893,http://place.map.kakao.com/17048847,127,66.1
용봉산,음식점,우렁마을,음식점 > 한식,충남 홍성군 홍성읍 내포로 245,041-634-5989,1462,19,36.5905945779489,126.644216755295,http://place.map.kakao.com/108200106,201,66.1
북한산,카페,메가MGC커피 북한산우이역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 강북구 삼양로173길 26,02-999-1278,2883,38,37.6628728043234,127.010972082489,http://place.map.kakao.com/1109971352,1291,66.1
간월산,음식점,금성추어탕,"음식점 > 한식 > 해물,생선 > 추어",울산 울주군 상북면 상북로 337,052-264-7688,1225,16,35.5942038571968,129.08691054932,http://place.map.kakao.com/695505814,40,66.1
영축산,음식점,다인,음식점 > 한식,경남 양산시 하북면 서리마을2길 15,055-384-0312,1873,25,35.498939464851,129.074811805017,http://place.map.kakao.com/942897164,1277,66.1
